the_geom,OBJECTID,GlobalID,Location,Hydrant_ID,Hydrant Number,Street Number,Hydrant Type,Street Name,Hydrant Color & Main Size,Last Used,Nozzle Diameter,Main Diameter,Cross Street,Date Collected,Map Quad,Hydrant Color,Hydrant Valve,Y,Dead End,X,Map Number,Inspection District,Last Used By,Supply Diameter,Comments
POINT (-78.846447074215 42.940218065597),"6,158",{78404475-6736-4537-9233-F3FFD4B7F5EB},30S SWC; 7N POLE 470,6-4-B2B-0005,5,SWC,OTHER,AMHERST,"RED w/ RED CAP, 12",,,12,CRESCENT,10/26/2005 12:00:00 AM +0000,B2B,RED w/ RED CAP,YES,"1,071,397.8899999999",NO,"1,077,839.05",6,4,,0,
POINT (-78.806777051186 42.874815783217),"3,476",{7F763360-77F9-4F2A-A9BF-17C960310E87},26S 44W POLE 50,16-9-E3C-0065,65,SWC,HOWARD IRON,CABLE,"RED w/ RED CAP, 6",,,6,GRISWOLD,07/27/2006 12:00:00 AM +0000,E3C,RED w/ RED CAP,YES,"1,047,531.416",NO,"1,088,398.007",16,9,,0,
POINT (-78.860698800178 42.901289269379),"1,140",{6C586FD6-1F51-4E4A-9F63-0F9E816444A0},,12-8-D2A-0063,63,292,HOWARD IRON,MULBERRY,"RED w/ RED CAP, 6",,,6,E NORTH,01/01/1990 12:00:00 AM +0000,D2A,RED w/ RED CAP,YES,"1,057,222.5819999999",NO,"1,073,976.165",12,8,,0,
POINT (-78.876711695255 42.938776415773),"6,049",{AD48EA53-E5CF-4BDA-8D36-717C17045E8E},1 OFF CURB IN LINE WITH TREES,5-4-B1B-0029,29,115,HOWARD IRON,FORDHAM,"RED w/ RED CAP, 4",,,4,ELMWOOD,08/09/2005 12:00:00 AM +0000,B1B,RED w/ RED CAP,YES,"1,070,899.29",NO,"1,069,733.4099999999",5,4,,0,
POINT (-78.825490165457 42.874035763811),"3,532",{A33FC2D8-CA32-4268-8A3E-05E9DB861152},20W 9N POLE 81,16-9-E3D-0008,8,SWC,MUELLER,CLINTON,"RED w/ RED CAP, 6",,,6,KIRKOVER,08/01/2006 12:00:00 AM +0000,E3D,RED w/ RED CAP,YES,"1,047,261.008",NO,"1,083,381.173",16,9,,0,
POINT (-78.815312079373 42.927899524144),"6,698",{543F7E5C-98FD-4D54-8879-2B6DAE1D786E},20W POLE 85,7-6-B3C-0012,12,83,OTHER,MANHART,"RED w/ RED CAP, 6",,,6,BAILEY,03/01/2006 12:00:00 AM +0000,B3C,RED w/ RED CAP,YES,"1,066,883.8600000001",NO,"1,086,163.53",7,6,,0,
POINT (-78.887482903267 42.940840632296),"2,283",{B5C4AEA2-AED2-4CCE-B432-4D4EB475DA31},1 OFF CURB IN LINE WITH TREES,1-3-A1C-0057,57,120,MUELLER,HOWELL,"RED w/ RED CAP, 8",,,8,GROTE,08/05/2005 12:00:00 AM +0000,A1C,RED w/ RED CAP,YES,"1,071,661.8400000001",NO,"1,066,851.9099999999",1,3,,0,
POINT (-78.811779352979 42.88882328315),"1,887",{4CDFF2D2-18A3-4771-BF9A-FCEC7B9950EB},23E NO PARKING SIGN,13-9-D3C-0019,19,61,HOWARD IRON,BOGARDUS,"RED w/ RED CAP, 0",,,6,BAILEY,04/20/2006 12:00:00 AM +0000,D3C,RED w/ RED CAP,YES,"1,052,640",NO,"1,087,071",13,9,,0,
POINT (-78.818304991911 42.93393762729),"6,555",{2C1E5219-0D02-440F-8027-4C160FDCB6D3},16SE POLE 427; SEC,7-6-B3A-0122,122,417,MUELLER,OLYMPIC,"RED w/ RED CAP, 6",,,6,ANDOVER,03/01/2006 12:00:00 AM +0000,B3A,RED w/ RED CAP,YES,"1,069,086.6699999999",NO,"1,085,368.1200000001",7,6,,0,
POINT (-78.865115029268 42.866990549021),"2,907",{C4729853-E52C-4DFB-B1B2-F195CA2E3A23},22N POLE 118; 99S POLE 130,15-11-E2D-0024,24,NWC,KENNEDY K-81,KENTUCKY,"RED w/ RED CAP, 8",,,8,REPUBLIC,09/21/2006 12:00:00 AM +0000,E2D,RED w/ RED CAP,YES,"1,044,726.45",NO,"1,072,751.0730000001",15,11,,0,
POINT (-78.810841473319 42.856154712222),"3,838",{23C7C29F-AAA6-400D-BFC1-25E9D34200A8},12SW 5W NWC; 40W 10N POLE 2047,19-10-F2C-0036,36,NWC,KENNEDY K-81,SENECA,"RED w/ RED CAP, 6",,,6,GEARY,08/29/2006 12:00:00 AM +0000,F2C,RED w/ RED CAP,YES,"1,040,733.388",NO,"1,087,290.175",19,10,,0,
POINT (-78.886510355021 42.92201899313),"5,696",{CCB6846F-D320-4176-A5CD-BFD161CB1C91},12S SWC; 12S 10E POLE 347,5-2-B1C-0102,102,SWC,KENNEDY K-81,W DELAVAN,"RED w/ RED CAP, 6",,,6,HOYT,09/15/2006 12:00:00 AM +0000,B1C,RED w/ RED CAP,YES,"1,064,801.3540000001",NO,"1,067,087.5989999999",5,2,,0,
POINT (-78.854148784896 42.907414727922),"7,847",{F61CA6B7-AA0F-4A06-8697-E0505C7BBAE8},23W 10N POLE 1190,9-7-C2D-0079,79,SWC,OTHER,JEFFERSON,"RED w/ RED CAP, 6",,,6,NORTHAMPTON,10/11/2006 12:00:00 AM +0000,C2D,RED w/ RED CAP,YES,"1,059,449.2790000001",NO,"1,075,738.318",9,7,,0,
POINT (-78.891362938172 42.930997310916),"6,011",{03BF9138-A7B1-438F-961F-EDE527F56A6A},27S 35E POLE 130,5-3-B1D-0025,25,111/129,MUELLER,DART,"RED w/ RED CAP, 6",,,6,BRADLEY,09/13/2006 12:00:00 AM +0000,B1D,RED w/ RED CAP,NO,"1,068,078.22",NO,"1,065,799.845",5,3,,0,
POINT (-78.805097716461 42.838941276051),"4,451",{88EEDF90-65AA-47E1-84B8-964118A235D7},39W 5S POLE 71 SHENANDOAH,21-10-G2B-0116,116,67,MATHEWS NEW,SHENANDOAH,"RED w/ RED CAP, 6",,,6,NIANTIC,05/10/2005 12:00:00 AM +0000,G2B,RED w/ RED CAP,YES,"1,034,455.9399999999",NO,"1,088,813.73",21,10,,0,
POINT (-78.883343324475 42.956811942699),"4,621",{7C99D83A-07B7-4434-B633-E99FBAE7FFF8},20N NEC; 20N 5W POLE 369,2-3-A2A-0013,13,NEC,OTHER,HINMAN,"RED w/ RED CAP, 8",,,8,GROVE,07/15/2005 12:00:00 AM +0000,A2A,RED w/ RED CAP,YES,"1,077,478.6200000001",NO,"1,067,981.1000000001",2,3,,0,
POINT (-78.856301526955 42.880133535316),"3,119",{17076FA5-B9B8-47BB-A35F-AA32FFB6CB01},78E NO PARKING SIGN,15-8-E2A-0101,101,OPP 508,KENNEDY K-81,N DIVISION,"RED w/ RED CAP, 6",,,6,SPRING,09/20/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,049,508.5800000001",NO,"1,075,129.3419999999",15,8,,0,
POINT (-78.801119174608 42.890928557657),"1,958",{54E5F68C-3BEF-4617-AA7C-59D8366B5EB9},34S 1E POLE 219,13-9-D3C-0091,91,217,KENNEDY K-11,SCHILLER,"RED w/ RED CAP, 8",,,8,GOETHE,05/03/2006 12:00:00 AM +0000,D3C,RED w/ RED CAP,YES,"1,053,399.6899999999",NO,"1,089,929.78",13,9,,0,
POINT (-78.833688894705 42.921701848536),"6,938",{7D8FEA63-1236-4554-BD9C-07B43CD8981B},17E 12S POLE 629,7-7-B3D-0005,5,SWC,MUELLER,E DELAVAN,"RED w/ RED CAP, 6",,,6,CHELSEA,03/28/2006 12:00:00 AM +0000,B3D,RED w/ RED CAP,YES,"1,064,639.23",NO,"1,081,235.1599999999",7,7,,0,
POINT (-78.892974850445 42.918566191871),"6,988",{91A98201-B56B-4432-A594-CD9B79352AF2},11S STOP SIGN; 20E 17N POLE 204,8-2-C1A-0042,42,NWC,MUELLER,AUBURN,"RED w/ RED CAP, 6",,,6,HERKIMER,07/13/2006 12:00:00 AM +0000,C1A,RED w/ RED CAP,YES,"1,063,549.2890000001",NO,"1,065,351.4920000001",8,2,,0,
POINT (-78.891191383 42.923937821921),"5,763",{BFB5EC67-4398-456C-A559-EFBDEE5A7DDD},11S SWC; 43N POLE 220,5-2-B1D-0060,60,SWC,HOWARD IRON,POTOMAC,"RED w/ RED CAP, 6",,,6,CONGRESS,09/14/2006 12:00:00 AM +0000,B1D,RED w/ RED CAP,YES,"1,065,505.223",NO,"1,065,836.3729999999",5,2,,0,
POINT (-78.869120499191 42.915260707937),"7,127",{1F6F3E54-0506-4199-9526-EFECB399A015},29S SEC; 6S NO TURN SIGN,8-2-C1B-0041,41,SEC,MUELLER,W FERRY,"RED w/ RED CAP, 12",,,12,DELAWARE,07/11/2006 12:00:00 AM +0000,C1B,RED w/ RED CAP,YES,"1,062,322",NO,"1,071,737",8,2,,0,
POINT (-78.844044259591 42.876103098044),"3,157",{82DE68BD-C28C-421F-972B-17741DFDB205},16W POLE 16,15-8-E2B-0002,2,NEC,MUELLER,SMITH,"RED w/ RED CAP, 6",,,6,CORNELIA,08/03/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,048,029.29",NO,"1,078,410.051",15,8,,0,
POINT (-78.823528523316 42.9565625223),"5,148",{5EDC0C13-AEFD-4655-9382-9CDEE593C3B4},30N POLE 86,3-5-A3B-0005,5,90,KENNEDY K-81,NIAGARA FALLS BLVD,"RED w/ RED CAP, 8",,,8,KENMORE,06/21/2005 12:00:00 AM +0000,A3B,RED w/ RED CAP,YES,"1,077,336.28",NO,"1,083,992.8500000001",3,5,,0,
POINT (-78.900162353011 42.960095105776),"2,108",{01C9DF25-D929-4BD3-A882-2A11768D8A85},3S SEC,1-3-A1A-0048,48,SEC,KENNEDY K-81,WYANDOTTE,"RED w/ RED CAP, 6",,,6,ROSEDALE,07/26/2005 12:00:00 AM +0000,A1A,RED w/ RED CAP,YES,"1,078,691.6899999999",NO,"1,063,483.27",1,3,,0,
POINT (-78.818007264998 42.874703025187),"3,590",{7A86CDF6-9AF5-4FCA-9458-560BAB039E85},22S 5W POLE 727,16-9-E3D-0067,67,727,MUELLER,BAILEY,"RED w/ RED CAP, 10",,,10,CLINTON,08/02/2006 12:00:00 AM +0000,E3D,RED w/ RED CAP,YES,"1,047,498.51",NO,"1,085,387.6540000001",16,9,,0,
POINT (-78.875280412648 42.894945528868),691,{E40EA841-A921-47ED-9439-3DF2F179D8C3},75N POLE 385,11-1-D1B-0126,126,371,OTHER,DELAWARE,"RED w/ RED CAP, 10",,,10,EDWARD,09/05/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,054,923.8330000001",NO,"1,070,061.2409999999",11,1,,0,
POINT (-78.841948262807 42.91782067182),"7,644",{395F6DC6-E7C5-4093-9A51-D3328D14C0C7},18S POLE 52,9-7-C2B-0099,99,52,MUELLER,LARK,"RED w/ RED CAP, 6",,,6,NORTHLAND,05/04/2006 12:00:00 AM +0000,C2B,RED w/ RED CAP,YES,"1,063,231.4299999999",NO,"1,079,018.5800000001",9,7,,0,
POINT (-78.833263946093 42.906023474117),"7,715",{ADADDBCE-BC5E-4688-B078-EF6E58C13414},3W STOP SIGN; OPP 58 BARDOL,9-7-C2C-0057,57,SWC,RD WOOD,BARDOL,"RED w/ RED CAP, 6",,,6,SPIESS,12/05/2006 12:00:00 AM +0000,C2C,RED w/ RED CAP,YES,"1,058,924.9280000001",NO,"1,081,332.0090000001",9,7,,0,
POINT (-78.9005584729 42.940990354809),"2,438",{E05416B2-1C41-49B1-8C33-3E395933524B},1S SWC; 6W POLE 149,1-3-A1D-0102,102,SWC,KENNEDY K-81,FARMER,"RED w/ RED CAP, 6",,,6,GORTON,08/02/2005 12:00:00 AM +0000,A1D,RED w/ RED CAP,YES,"1,071,729.3400000001",NO,"1,063,350.97",1,3,,0,
POINT (-78.849477294451 42.924483935023),"6,374",{F2EC3E36-3F7D-4A4C-B469-CDBC4C3FF701},10W 2N POLE 133,6-7-B2C-0036,36,SEC,HOWARD IRON,HUGHES,"RED w/ RED CAP, 6",,,6,MEECH,03/30/2006 12:00:00 AM +0000,B2C,RED w/ RED CAP,YES,"1,065,666.1399999999",NO,"1,077,009.52",6,7,,0,
POINT (-78.850156014349 42.912272437159),"7,722",{7F640A4A-394D-40BB-84EA-7C134290D73B},11E 28S POLE 406,9-7-C2C-0066,66,SWC,HOWARD IRON,GLENWOOD,"RED w/ RED CAP, 6",,,6,STORZ,12/05/2006 12:00:00 AM +0000,C2C,RED w/ RED CAP,YES,"1,061,216.247",NO,"1,076,813.6229999999",9,7,,0,
POINT (-78.846559758373 42.924428724178),"6,376",{DA1AF989-74D7-4238-8613-9C72AC80282D},6E 1S POLE 211,6-7-B2C-0038,38,SWC,HOWARD IRON,HUGHES,"RED w/ RED CAP, 6",,,6,OAKGROVE,03/30/2006 12:00:00 AM +0000,B2C,RED w/ RED CAP,YES,"1,065,643.5600000001",NO,"1,077,790.8700000001",6,7,,0,
POINT (-78.802029994105 42.874869627934),"3,436",{FD50F5BE-CC2F-49AA-B8B4-90C9F7F87161},13N 7E POLE 496,16-9-E3C-0025,25,NWC,OTHER,S OGDEN,"RED w/ RED CAP, 10",,,10,GRISWOLD,07/26/2006 12:00:00 AM +0000,E3C,RED w/ RED CAP,YES,"1,047,547.699",NO,"1,089,670.4979999999",16,9,,0,
POINT (-78.870892121951 42.879137233743),"2,509",{B2C0A162-97ED-43E0-A467-67804E86E8FF},10S 1E SWC ELLICOTT DEVELOPMENT BLDG,14-11-E1B-0065,65,,HOWARD IRON,EXCHANGE,"RED w/ RED CAP, 6",,,6,WELLS,06/13/2006 12:00:00 AM +0000,E1B,RED w/ RED CAP,YES,"1,049,158.4979999999",NO,"1,071,217.4539999999",14,11,,0,
POINT (-78.823311559991 42.864433716918),"3,787",{F30AEA15-0E3A-4592-A047-A87F8EE5F340},21E 39N POLE 837,19-10-F2A-0072,72,N POLE 837,KENNEDY K-81,ELK,"RED w/ WHITE CAP, 36",,,36,SENECA,05/26/2005 12:00:00 AM +0000,F2A,RED w/ WHITE CAP,YES,"1,043,759.91",NO,"1,083,955.1799999999",19,10,,0,
POINT (-78.898655509573 42.904881877733),"7,366",{B4C0F317-51E0-43B4-9DCD-8CC9683F07F5},32E SEC; 22W POLE 3365,8-2-C1D-0097,97,SEC,RD WOOD,RHODE ISLAND,"RED w/ RED CAP, 6",,,6,BUSTI,07/26/2006 12:00:00 AM +0000,C1D,RED w/ RED CAP,YES,"1,058,567.709",NO,"1,063,811.189",8,2,,0,
POINT (-78.862484354099 42.904952431166),"7,874",{6F17384E-D14A-4615-AFDC-1E922F795B7F},5S POLE 1167,9-7-C2D-0106,106,NEC,OTHER,MICHIGAN,"RED w/ RED CAP, 6",,,6,EDNA,10/11/2006 12:00:00 AM +0000,C2D,RED w/ RED CAP,YES,"1,058,559.196",NO,"1,073,502.183",9,7,,0,
POINT (-78.823534737603 42.940024369483),"6,429",{ED0F6CF8-296B-4152-A984-93BE378F30FD},SW POLE 379,7-5-B3A-0009,9,,OTHER,EAST AMHERST,"RED w/ RED CAP, 8",,,8,CLARENCE,02/22/2006 12:00:00 AM +0000,B3A,RED w/ RED CAP,YES,"1,071,308.9399999999",NO,"1,083,973.97",7,5,,0,
POINT (-78.86122440801 42.870017405842),"2,976",{91B1376E-FCAF-4D88-B601-4A9FC95D35BC},242 MIAMI; 22W POLE 242,15-11-E2D-0095,95,NWC,HOWARD IRON,MIAMI,"RED w/ RED CAP, 8",,,8,ALABAMA,09/22/2006 12:00:00 AM +0000,E2D,RED w/ RED CAP,YES,"1,045,826.11",NO,"1,073,797.719",15,11,,0,
POINT (-78.877331391112 42.918628592973),"7,148",{57732F45-317C-49DC-954F-28BF8ADFE546},42W POLE; 36S 15W POLE 620,8-2-C1B-0063,63,SWC,MUELLER,ELMWOOD,"RED w/ RED CAP, 6",,,6,AUBURN,07/11/2006 12:00:00 AM +0000,C1B,RED w/ RED CAP,YES,"1,063,557",NO,"1,069,541.811",8,2,,0,
POINT (-78.869476854054 42.900297480944),923,{F14CC033-5B5E-4FFD-833F-FEE562245C97},12S SEC; 5W WALK DON'T WALK SIGN,11-8-D1B-0007,7,SEC,MUELLER,MAIN,"RED w/ WHITE CAP, 20",,,20,HIGH,09/05/2006 12:00:00 AM +0000,D1B,RED w/ WHITE CAP,YES,"1,056,869",NO,"1,071,623",11,8,,0,
POINT (-78.896734812179 42.963664544331),"2,182",{5F191BF9-0782-451A-A4DE-2BEF5E8052AD},2 OFF CURB IN LINE WITH TREES,1-3-A1B-0049,49,46,KENNEDY K-81,SEABROOK,"RED w/ RED CAP, 6",,,6,VULCAN,07/21/2005 12:00:00 AM +0000,A1B,RED w/ RED CAP,YES,"1,079,989.1399999999",NO,"1,064,405.6000000001",1,3,,0,
POINT (-78.87827224 42.933436717194),"5,928",{E2009A01-1470-46BE-9376-C7BAB3CEAC62},2S 9E POLE Q3; OPP LOT X,5-3-B1B-0031,31,BUFF STATE,MUELLER,IROQUOIS,"RED w/ RED CAP, 0",,,0,ELMWOOD,09/15/2006 12:00:00 AM +0000,B1B,RED w/ RED CAP,YES,"1,068,954.6969999999",NO,"1,069,308.7169999999",5,3,,0,BUFF STATE
POINT (-78.846794779046 42.944985676321),"5,122",{4AA11BB1-CA75-4B85-8BFF-8E9FFD349EAA},10E SEC; OPP POLE 355,3-4-A3D-0069,69,SEC,HOWARD IRON,WOODBRIDGE,"RED w/ RED CAP, 6",,,6,WALLACE,06/30/2005 12:00:00 AM +0000,A3D,RED w/ RED CAP,NO,"1,073,135.74",NO,"1,077,751.3899999999",3,4,,0,
POINT (-78.80463014514 42.928277346561),"6,759",{D2367A8A-E186-4DD5-972E-FE58183F5B55},20S POLE 242,7-6-B3C-0074,74,OPP 246,MUELLER,WESTON,"RED w/ RED CAP, 6",,,6,HAZELWOOD,03/03/2006 12:00:00 AM +0000,B3C,RED w/ RED CAP,YES,"1,067,013.8500000001",NO,"1,089,024.71",7,6,,0,
POINT (-78.887313282407 42.933971258149),"5,925",{18E489D2-EFC1-4AE9-8357-2714D76B81EF},20E NEC LOT L; 7S POLE B55,5-3-B1B-0028,28,BUFF STATE LOT L,KENNEDY K-11,GRANT,"RED w/ RED CAP, 6",,,6,AMHERST,08/12/2005 12:00:00 AM +0000,B1B,RED w/ RED CAP,YES,"1,069,158.1299999999",NO,"1,066,888.28",5,3,,0,
POINT (-78.852786288167 42.893468437797),"1,553",{220809A1-C09F-48B9-9634-6BED3D62BF0D},479 SYCAMORE; 11S 25E ONE WAY SIGN,12-8-D2D-0142,142,NEC,MUELLER,SYCAMORE,"RED w/ RED CAP, 10",,,10,MADISON,11/08/2006 12:00:00 AM +0000,D2D,RED w/ RED CAP,YES,"1,054,365.4110000001",NO,"1,076,087.0689999999",12,8,,0,
POINT (-78.894763336246 42.924936511304),"5,743",{592E8CCF-BC2A-4901-966C-C51A529E2D05},11N 4W POLE 294; 296 DEWITT,5-2-B1D-0040,40,NWC,KENNEDY K-81,DEWITT,"RED w/ RED CAP, 6",,,6,GARNER,09/13/2006 12:00:00 AM +0000,B1D,RED w/ RED CAP,YES,"1,065,872.716",NO,"1,064,881.024",5,2,,0,
POINT (-78.805095704781 42.839869708111),"4,454",{8B3C21FE-8D61-4D09-8A5F-074C54A0705E},16W 4S SWC,21-10-G2B-0119,119,75,MATHEWS OLD,NARRAGANSETT,"RED w/ RED CAP, 6",,,6,NIANTIC,05/10/2005 12:00:00 AM +0000,G2B,RED w/ RED CAP,YES,"1,034,794.3",NO,"1,088,815.1599999999",21,10,,0,
POINT (-78.877022521661 42.907980427348),"7,266",{D8234A49-F799-462E-84E4-B90CD52E427D},9S POLE 405,8-2-C1C-0107,107,401,OTHER,ELMWOOD,"RED w/ RED CAP, 12",,,12,BRYANT,07/27/2006 12:00:00 AM +0000,C1C,RED w/ RED CAP,YES,"1,059,676",NO,"1,069,611",8,2,,0,
POINT (-78.818391381412 42.885817419842),"1,990",{5E7CBC50-255B-4DD1-8F88-9D6383CC8F30},30S POLE 4,13-9-D3D-0013,13,1400,KENNEDY K-11,BUD MIL,"RED w/ RED CAP, 10",,,10,WILLIAM,05/05/2006 12:00:00 AM +0000,D3D,RED w/ RED CAP,YES,"1,051,549.3999999999",NO,"1,085,296",13,9,,0,
POINT (-78.89022108853 42.952925623329),"2,334",{2C45762C-6099-4AAE-ABE4-926A4074FA74},100N POLE 570,1-3-A1C-0108,108,OPP 577,MUELLER,MILITARY,"RED w/ WHITE CAP, 36",,,36,RACE,08/08/2005 12:00:00 AM +0000,A1C,RED w/ WHITE CAP,YES,"1,076,068.8899999999",NO,"1,066,134.8",1,3,,0,
POINT (-78.889630992778 42.926655359503),"5,753",{95E69204-82F3-4ECD-A9AA-71CE924421EE},5S 35W POLE 467; 468 GRANT,5-2-B1D-0050,50,SWC,OTHER,GRANT,"RED w/ RED CAP, 10",,,10,POOLEY,09/14/2006 12:00:00 AM +0000,B1D,RED w/ RED CAP,YES,"1,066,494.1029999999",NO,"1,066,257.9069999999",5,2,,0,
POINT (-78.865300348445 42.912545518163),"7,776",{4970745C-92E5-4734-913F-C248D22C86EF},10W POLE,9-7-C2D-0005,5,NEC,OTHER,MAIN,"RED w/ WHITE CAP, 20",,,20,GLENWOOD,10/03/2006 12:00:00 AM +0000,C2D,RED w/ WHITE CAP,YES,"1,061,329",NO,"1,072,757",9,7,,0,
POINT (-78.814092170931 42.886337076993),"1,898",{567F1F1D-88F1-4D29-B947-CB72AF2ED66C},20E SEC; 22W POLE 3,13-9-D3C-0030,30,SEC,MUELLER,BAILEY,"RED w/ RED CAP, 0",,,6,DEMPSTER,04/20/2006 12:00:00 AM +0000,D3C,RED w/ RED CAP,YES,"1,051,735.6000000001",NO,"1,086,448.71",13,9,,0,
POINT (-78.864798160798 42.92209450914),"6,094",{0D3F44F5-B43B-4B30-A53C-080789D602AE},22S 6E TRAFFIC SIGNAL; 35S SWC,6-2-B2D-0014,14,726,OTHER,LINWOOD,"RED w/ RED CAP, 12",,,12,W DELAVAN,04/04/2006 12:00:00 AM +0000,B2D,RED w/ RED CAP,YES,"1,064,808.6699999999",NO,"1,072,903.1699999999",6,2,,0,
POINT (-78.819807172389 42.956773397673),"5,382",{CA765A91-1A76-4C1C-B749-1A41603BC851},40SE SEC TIM HORTONS,4-5-A4A-0015,15,OPP POLE 3469,MUELLER,MAIN,"RED w/ YELOW CAP, 16",,,16,CAPEN,06/13/2005 12:00:00 AM +0000,A4A,RED w/ YELOW CAP,YES,"1,077,410.3100000001",NO,"1,084,989.25",4,5,,0,
POINT (-78.884192640345 42.878563991338),"2,611",{47A9AEC4-6471-4C33-9FFE-6A8BE0148F6C},7N 6E POLE 3,14-1-E1A-0024,24,,KENNEDY K-81,ERIE BASIN,"RED w/ RED CAP, 12",,,12,TEMPLETON,06/16/2006 12:00:00 AM +0000,E1A,RED w/ RED CAP,NO,"1,048,962.0379999999",NO,"1,067,651.7749999999",14,1,,0,
POINT (-78.826939098478 42.946334547703),"5,327",{89E6C86F-5E8D-4722-BCD5-18E501653856},8W POLE 93,3-5-A3C-0065,65,OPP 92,OTHER,LASALLE,"RED w/ RED CAP, 6",,,6,MAIN,07/06/2005 12:00:00 AM +0000,A3C,RED w/ RED CAP,YES,"1,073,611.3100000001",NO,"1,083,069.0600000001",3,5,,0,
POINT (-78.890845133718 42.957159327126),"2,222",{907E4351-460C-4EDE-9CAC-A207BBD1D131},OPP POLE 44,1-3-A1B-0089,89,OPP 46,MUELLER,SKILLEN,"RED w/ WHITE CAP, 20",,,20,MILITARY,07/25/2005 12:00:00 AM +0000,A1B,RED w/ WHITE CAP,YES,"1,077,612.48",NO,"1,065,973.3799999999",1,3,,0,
POINT (-78.834429980095 42.88003112263),"3,262",{9B8A33B1-F579-4234-B294-C52E8BD3D755},30E 5S POLE 74,15-9-E2B-0024,24,73,MUELLER,JONES,"RED w/ RED CAP, 6",,,6,FLEMING,08/03/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,049,453.013",YES,"1,080,991.3570000001",15,9,,0,
POINT (-78.870617663338 42.942040268767),"4,949",{8C039ADD-7D78-4D7E-9752-E63C82E0D684},OPP POLE 208,2-4-A2D-0018,18,85,MUELLER,GREAT ARROW,"RED w/ RED CAP, 10",,,10,DELAWARE,07/19/2005 12:00:00 AM +0000,A2D,RED w/ RED CAP,YES,"1,072,083.1699999999",NO,"1,071,369.28",2,4,,0,
POINT (-78.808690767316 42.8511886989),"3,824",{A2A2939E-8A69-44E8-A3AC-7815647BE4F7},13E POLE 143; 11S 13E SEC,19-10-F2C-0022,22,SEC,KENNEDY K-81,CAZENOVIA,"RED w/ RED CAP, 12",,,12,N LEGION,08/28/2006 12:00:00 AM +0000,F2C,RED w/ RED CAP,YES,"1,038,922",NO,"1,087,862",19,10,,0,
POINT (-78.86886410661 42.88640126137),978,{2C7C2C7C-42D2-49E7-9A00-12DAC5A14075},33S SEC; 195 ELM,11-8-D1C-0021,21,SEC,KENNEDY K-11,ELM,"RED w/ RED CAP, 10",,,10,BROADWAY,09/06/2006 12:00:00 AM +0000,D1C,RED w/ RED CAP,YES,"1,051,804",NO,"1,071,770",11,8,,0,
POINT (-78.897030367092 42.90806544531),"7,316",{153E4347-A999-450E-AA1D-A25D18C1699E},18W SWC; 18E POLE 93,8-2-C1D-0047,47,SWC,KENNEDY K-81,MASSACHUSETTS,"RED w/ RED CAP, 6",,,6,PROSPECT,07/26/2006 12:00:00 AM +0000,C1D,RED w/ RED CAP,YES,"1,059,726.328",NO,"1,064,250.919",8,2,,0,
POINT (-78.856827750608 42.881216679644),"3,114",{4BFCAA50-07AA-4D4E-8E21-8DBE5417D810},2W POLE 2-1; 5E STOP SIGN,15-8-E2A-0096,96,NEC,MUELLER,SPRING,"RED w/ RED CAP, 0",,,0,MARY B TALBERT BLVD,09/20/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,049,903.7860000001",NO,"1,074,989.5830000001",15,8,,0,
POINT (-78.835687456574 42.868708517383),"2,871",{0A9D30E0-3151-4211-B5E7-24D054D0698F},15S STOP SIGN,15-11-E2C-0092,92,SWC,OTHER,PERRY,"RED w/ RED CAP, 10",,,10,BABCOCK,09/26/2006 12:00:00 AM +0000,E2C,RED w/ RED CAP,YES,"1,045,327.54",NO,"1,080,641.9550000001",15,11,,0,
POINT (-78.84720050139 42.931525293939),"6,310",{D61341B2-CC27-4387-886E-86EA65B321CD},40W 10N POLE 4,6-5-B2C-0007,7,NEC,OTHER,MAIN,"RED w/ RED CAP, 12",,,12,DEWEY,03/28/2006 12:00:00 AM +0000,B2C,RED w/ RED CAP,YES,"1,068,230.4399999999",NO,"1,077,627.3700000001",6,5,,0,FIRE BOX
POINT (-78.827305052653 42.865028576967),"4,044",{17EDCC93-B98C-4059-A0F9-AA46F9C7F2AB},19W POLE 733,19-11-F2A-0015,15,SEC,MUELLER,ELK,"RED w/ RED CAP, 10",,,10,KEATING,05/26/2005 12:00:00 AM +0000,F2A,RED w/ RED CAP,YES,"1,043,979.78",NO,"1,082,885.1799999999",19,11,,0,
POINT (-78.859570878825 42.909194087195),"7,822",{79B9A665-F92E-418A-A7A4-B04E2394040D},247 MASTEN,9-7-C2D-0053,53,SEC,KENNEDY K-81,MASTEN,"RED w/ WHITE CAP, 36",,,36,RILEY,10/11/2006 12:00:00 AM +0000,C2D,RED w/ WHITE CAP,YES,"1,060,102.4850000001",NO,"1,074,287.8289999999",9,7,,0,
POINT (-78.870580680014 42.901193857365),644,{FEF74606-1633-4233-AA32-8777A5B22FF3},,11-1-D1B-0075,75,160,HOWARD IRON,N PEARL,"RED w/ RED CAP, 6",,,6,NORTH,09/01/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,057,196.6899999999",NO,"1,071,328.358",11,1,,0,
